moneda,rating,link_producto,id,precio_num,marca,modelo_descripcion,almacenamiento_gb
S/,5.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=AUZiucPOBZ2OyZHVSzS%2Bgx0Xq6Pb6xBef7k92bBFkMB71RdJq6E0WT2IiqeO1YDz69f5hH17HLnO0NBqGdjXFXHSAuV34wx4ZAIG7TxsqGSc6T7VpvsUaZCcetl9THh8cf9GR7aLO6O%2BGJpP7DZD1i%2FV%2FQV6dZ1d%2FNFA3eGozp5tTUBBu%2Fya%2F%2B58VtlFw81IpAUTcmtmr1yHjoQsYC%2Fm9GyoOE1iHCisvnTtH%2FZop55K6BJ57tlApCWGzl1x0JIhKOZg8pKzv4ai6Ho55Mnoz5sMAxsVqUqu%2FiApsa%2FDxbQDLcKSRERitg15EdMfVQI5tPRpsVMhC6Oh1Q1qggiDmO8acPW3eRgECClbLLYtcu6SNIR%2BwEipjcNNgy5acjyz80XKBs3JMEy3j6wOAHvShuPRORXMtta3h7A%2BF9GCXitgp%2F3PtYeZ6omiI9b8i%2FD5NnGtlmLwqC%2B2A0CPSmWl0ANpoqPjdDHK4SMRzAVMjKyQFEJ4GiJ4EoAYtZX%2FYP83Y%2FJb7tisKWOiajfGhZUBrhbBqHX2pHCKJrU0VS%2FY%2BgKqfXV0ygfnsy%2BcQgRCrbfyvVXEjnqY1uD1aSbq0lkn94yjNamPeQi6Iqizua6Kcd2vA0Ph6jmmGq4OffXU8P1GKdMy2va7gzw0iHv8alt2IWeXpIuhIEKP4YPCUK5GqY5kxmpxVnsPp1qZrS3IgdJ4tJKQaEjpQLzodpwWqKSrE9srQ77KB0w0Z3BQlgAmvK8Jk51WNSYCjjDOctZYU55WBdTlgxwIrPuh3ZoAwdLxiA3EG5ot82aU0XsxyObBDVrGd3uKg7j2YrJGtAI6ps8lgOwZ7SW7VQRGJdu40tUngVe0doPUkpTvm%2BDtyBuZIk9zInODVrMa1fKM5MgGcMFx7m%2F15QjxB0LeobVzZa4%3D#polycard_client=search-nordic&is_advertising=true&searchVariation=MPE40169545&backend_model=search-backend&search_layout=grid&position=4&type=pad&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE855639608&sid=search,676,1554.17,Oppo,Reno12 F 5g Naranja,
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-512gb-titanium-black/p/MPE45513937#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE799893142&sid=search,677,6499.5,Samsung,Galaxy S25 Ultra 512gb Titanium Black,512.0
S/,4.8,https://www.mercadolibre.com.pe/xiaomi-poco-x7-pro-5g-512gb-verde-12ram-50mpx/p/MPE45680391#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE704345864&sid=search,678,1999.5,Xiaomi,Poco X7 Pro 5g 512gb Verde 12ram 50mpx,512.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-13-128-gb-azul-medianoche-distribuidor-autorizado/p/MPE1018500844#polycard_client=search-nordic&search_layout=grid&position=7&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE618771217&sid=search,679,2237.83,Apple,13 (128 GB) - Azul medianoche - Distribuidor Autorizado,128.0
S/,4.8,https://www.mercadolibre.com.pe/cel-samsung-a56-12-gb-ram-256-gb-5g-67-pulgadas-rosa/p/MPE47797574#polycard_client=search-nordic&search_layout=grid&position=8&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE892193260&sid=search,680,1500.67,Samsung,A56 12 Gb Ram 256 Gb 5g 6.7 Pulgadas Rosa,12.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-16-128-gb-ultramarino/p/MPE40287800#polycard_client=search-nordic&search_layout=grid&position=9&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE699808066&sid=search,681,2899.5,Apple,16 (128 GB) - Ultramarino,128.0
S/,4.8,https://www.mercadolibre.com.pe/xiaomi-redmi-note-14-pro-plus-5g-dual-sim-512-gb-negro-12-gb-ram/p/MPE47221704#polycard_client=search-nordic&search_layout=grid&position=10&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE706909678&sid=search,682,1343.83,Xiaomi,Redmi Note 14 Pro Plus 5G Dual SIM 512 GB negro 12 GB RAM,512.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-16-pro-max-256-gb-titanio-natural/p/MPE40287860#polycard_client=search-nordic&search_layout=grid&position=11&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE708711038&sid=search,683,5979.5,Apple,16 Pro Max (256 GB) - Titanio natural,256.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-16-pro-max-256-gb-titanio-negro/p/MPE40287862#polycard_client=search-nordic&search_layout=grid&position=12&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE744943570&sid=search,684,5899.2,Apple,16 Pro Max (256 GB) - Titanio negro,256.0
S/,1.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=QvzEokcpay7rqGSEHvYFChVlaFz4nR9Z04CxrMWtM%2FxlRZdfo30U3gJBT8Fm4dSbCQ%2FG28cgaGJvTnU2ksrNgG6zlhDM8F0f%2FbLoxobSfekWm7cB8s0xkpNV9PTM1UMC1LrU4vAXkzmzlHBymXmSQq%2BrRFkXArIE9Xg1IdQu95TwcOY2GI1urTjmrgAn6vGVaSItMAuPKnLOsQ5FqVG1hzML14srIvTKOWQWO1v%2FoYJ1Ucnke7z3VNq6hS2OgVscdVJVDpdowtHU6ZnVBIk0Y4Q03KjNFYqKp14FgQ4EEeLlTp4bguHwTvrrNz6211%2BtVHOhZQSuEX2hD4bjIwNi1GPR212m3sLMAePEr%2BVfFokMRtbf7F3Qm2nj%2BJ7Kslhwy55zm7lVrWu4s4JY1t2L92w82l17Dkn7tRvFsHiDkdqqXl3TB9QazDfCql1noBIfuIC%2BRkB66NDuiuGDfOZAMZ3piowwIlVMN%2BQ%2BwTOPjpExRkY0d8BhZa5bYkRZR31LrPslAe6taxWi%2FZCniycDSUhoPoEb6QzjYVFHFjhFDflScOy0cYOzcne%2BFApAyQZpEt7FpvXYQIOz3JGdaQHlEpduuPiG8XymacgeyEw2BsxOSEllfyxey0i0vu3vOyOzkviPNtWx1P3BTz8byVb9QtZHN95bIu8X52yzS3eoV%2FwTBPU9N2ZUYwNnGVjusSjrONLxWn83iSLlpS9otOobb6tT4YYylxLfv18%2BbqJkJpe08rpVCPVEWlLwnBBfgmG4BM%2Brf2NqeYPQb%2B0y0BktuqDuAhS2Skhn5Xkrn%2FaKG%2FLzPygeXQVHHGSNGv97pIbsJdM4zoxm%2BwVQRPmyX3LKwlbBaQXsUAug9b4c3x1Nzbf1o%2Fc01L34BWXkrDJRUHnlyIkP%2BZdtxkzT2KdT8FetKvbV8%2BfBFveZggUHbuai87wLMMRnkDj2mg%3D%3D&searchVariation=191910185747#polycard_client=search-nordic&is_advertising=true&searchVariation=191910185747&backend_model=search-backend&search_layout=grid&position=13&type=pad&tracking_id=53cdc867-1959-4c55-868f-76063fb50965,685,108.8,,Basico Unonu Volt 4g Tapa Dual Sim -negro,
S/,2.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=OcJVTtuPMjKezw3BamAuIIJwEYoPSUztby59TFhRwJBHkMRUzCMmeni3BRhVyJppO394QgqSTWwippY6kEaDNnQtlYnWZ8txw9qQ63SxknpJfJso%2BttqFZ7SY4ZmaXE8Xy4MojUyBMeneGUUKXQGmFJXwfjH7Rpap1LwSZgXF4pMJLZHFAaJ1ajJhfIPT%2FyG0IgR0PCeBcN3D0biqLStpqjkvSXJ11%2FaVC8xF8QEGfomOHV9p%2F%2FhIV435nJG8gP5OOeJGx6lUWr69qq62HcqFtlCGYpApxjL6CRkL153pWu4%2F1sxRvr5qESR4L9v5C5dnKgBQWrW6JgaRj2%2FSzGaHesr%2BenNUz%2BaxzJyTb6c%2FO%2F%2BxpuIw6K3sVGZPxPlp0so%2B0k5jG81dO66z2%2F8RP%2BArgPlrw37PuDpApu0Zevgo%2BrtKrBfFDVckUcoOgLH3ZHgRkg%2BtbNxjQSobs6Zrvs3jdp8tgbytYdChD8iAt%2BSHKc2jqY%2FclstYfsIqLVpE7hH5ONVxne0BYyIk5WZQohhsLmGnc%2F5PkUyUrcAYhM8xMrCj27abM5CA1KcVEO%2BDtKuBsvTpk6A6l2XWXt1X0lgpvns9ZhNJM50ZRVcqoAgmqPKqwUGkbMkcAuzxX%2Bw8ImP2297ZtGumxJM1HjpmqBq3W4BmODZ0VgyTHErvW%2BpuGAHUgTJBBorhpHwWggWifM7uQp5%2B6lEHlMQ1YhdFPtIE6MmB%2B2bmUwwknz9%2F9eqe0Efhcl2%2F5hJRLx8xEna6CyQqEz1nSypd8FQ7norvj7kSOHBvl8zPXf4noQCgaUlh9u%2BkHwxx2aHc8c%2FZ%2FqJAMNhtN03ZJmflCMsNCoS%2F4r44yYwPiUTdLJy4%2Bc%2FLXCIUnJf1VHuiPb0eClUxfF9x9lMKUWN1d1l0jf5iD2AMniR7rA9CuHR%2Fwbvqtvtrqb0QXTSrTw%2Fanw%3D&searchVariation=192002202633#polycard_client=search-nordic&is_advertising=true&searchVariation=192002202633&backend_model=search-backend&search_layout=grid&position=14&type=pad&tracking_id=53cdc867-1959-4c55-868f-76063fb50965,686,114.74,,Basico Logic Z3l 4g Tapa Dual Sim Negro,
S/,4.9,https://www.mercadolibre.com.pe/celular-xiaomi-poco-f7-12gb-ram-512gb-rom-dual-sim-black/p/MPE51572058#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE819370812&sid=search,687,1880.17,Xiaomi,Poco F7 12gb Ram 512gb Rom Dual Sim Black,12.0
S/,4.8,https://www.mercadolibre.com.pe/xiaomi-redmi-note-14-pro-plus-5g-lavanda-12gb-ram-512gb/p/MPE46129899#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE706909704&sid=search,688,1349.88,Xiaomi,Redmi Note 14 Pro Plus 5g lavanda 12gb Ram 512gb,12.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-256gb-titanium-silverblue/p/MPE45502333#polycard_client=search-nordic&search_layout=grid&position=17&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE854961008&sid=search,689,5599.83,Samsung,Galaxy S25 Ultra 256gb Titanium Silverblue,256.0
S/,4.8,https://www.mercadolibre.com.pe/celular-xiaomi-redmi-note-14-pro-256gb-8gb-ram-negro-potente-camara-avanzada/p/MPE46228710#polycard_client=search-nordic&search_layout=grid&position=18&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE699808390&sid=search,690,1440.9,Xiaomi,Redmi Note 14 Pro 256gb 8gb ram negro potente cámara avanzada,256.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-16-128-gb-negro/p/MPE40287808#polycard_client=search-nordic&search_layout=grid&position=19&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE689682952&sid=search,691,4599.17,Apple,16 (128 GB) - Negro,128.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-15-128-gb-verde/p/MPE27172671#polycard_client=search-nordic&search_layout=grid&position=20&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE740782132&sid=search,692,2168.33,Apple,15 (128 GB) - Verde,128.0
S/,4.8,https://www.mercadolibre.com.pe/celular-xiaomi-poco-x7-pro-5g-12gb-512gb-negro/p/MPE45766004#polycard_client=search-nordic&search_layout=grid&position=21&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE705332580&sid=search,693,1999.5,Xiaomi,Poco X7 Pro 5g - 12gb 512gb // Negro,12.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-512gb-titanium-gray/p/MPE45515203#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE799828316&sid=search,694,6499.5,Samsung,Galaxy S25 Ultra 512gb Titanium Gray,512.0
S/,4.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=SaqsKwfJJTb8OfqKtmKHZHJjYGcKXzuSnGbKPSd9T7Hhl7kv%2FXSMuiIfttCKprpZXgPhqKJe4LCgJFnfPCFrNr6Pa1hpS5njyNdiS9lAZiBOUXMF4fjiQmfahAqELDZRGbdlqW8DhYirWvRvB0wfbNlfK6zFBn7BRmbYbeh02VFFye7ijZRXt9WMx2oD5fS4yXJ7%2BPfd7chbu%2Bn7YwrJ4JjUlHTX0K4pynqrtKmASQe2jgQ97HbWcaMipYbWsBVJQzVUToC3edGEwtIAJUAXFWTXcV3am4%2FAROahAvT5VeyQUlIHZe8vAqTxwcQtNNHX%2FWdHlln27BlWPTmg01g1nnop%2FPmMn9C9%2BOtdrzBr5vm2HJOmYZW76AEB5dttLWvgPwNMXtsQA9O8gc%2F%2FuIywPxhH%2BlSptaVHIR787xnudKX8kz%2FNmImvVkCI%2FgBrOYTfQll0yxBmavKSFZTBny93iVvVwaQUNc3bkB9BAnFzk7%2BXA5YmAHr8XB8chieKAeZitixP4o5abHhpSiXcgQa59hmenPM2IHkWpqc4lDeppd5lMj5fO8d1WSrqPnNA%2FrlvNuzi9NjuBzp9Z8M9nDE9WD2OfNnxowmp3qZ0JxRyEdowFCw3qv0sfdiSRXZlhSXmNn4WCzacN%2F5cYANSnyiXszZ%2FBC8YMSZ%2BYsoQ6cquUk57YL%2FquzafMROEoyr7KjBpsTP9kfZK3M2f%2F%2FH%2BGkGL1h5xzkSQpVYSGhJlg%2FEktJ%2BoshGtUvVUKKX4908p9aPtbOwijnVY9ZaGlSd6o9zn8RREnNwWrANF5a4i9YQU9eAHNqrfcWu9lVJa42Wl1rhg82SSE%2FHvXuu2%2FxRz4pJBiupBLj2w0zk32li65B07TfbOZeaRtPdujqK1C9G7XT2oNzE3n4SQceFC0EgwlcuWIb3MXz4EnR6%2FQdCh3YwpIX0GgpMVmhC8WkDVmzln9Lg%3D#polycard_client=search-nordic&is_advertising=true&searchVariation=MPEU3249404444&backend_model=search-backend&search_layout=grid&position=23&type=pad&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE741848740&sid=search,695,1332.5,Samsung,Galaxy A36 5g 6 Gb Ram 128 Gb Rom Negro Negro,6.0
S/,2.0,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=KrjcK65sFOI%2BEGVEkIYHa6DSGyla5P4%2Fbulb1QhgSosAOCIHJ5qEv2%2Bgsrz2Sxi2Rat4LG%2Bppw5%2BzXqPhkxWbqtLz%2FtP00y0m1FERh4%2FayMpqaQy0wGbfC3cuLPlKzPZVABnZrkoj9r44P8LaiOU9n%2BSwK0MshzuT0DcxV5dXj1wSSpmVkY3h8UNm0xAQbfacdDeqNw6aE6nsZCIWDh%2FPpKJgLYfMvSZUelb5SDTGG2utbG6rYM9Q9D197kM5zJ2UYef1LGEmCH1ueKFP5GUoaqC884jxX92z4aL19XUWqK9UrByp%2FU7hPDPSgp038LhiBe2st4eW14k5pbYSK%2BWTUS7oZ16bg0e6giZNf3y17o19baopOY%2BlGpylGGf7bSObx2%2FnYqXbbSMt%2F02Ui3TP7MYUTjsVfY1voi0E%2BEbSVpHZNalgdNTQDZcNBEgBZt0ks2V%2BXibq3JoDoXiqju8kglgH5lu2XUD3e7CsYxndO7aXHsrwuG7AwYHrzZ8DfVOvGemDgwDO1QUff18WnIuRJ5cUBwQPb1JQZSMXKJXvJV2NRwcGSMDvb5c7VU%2BwlDQE5V%2B91omHWEDZuEJdA0WEuBLxBKVuF4gq0aVoiW%2BD6HX8iHZgi6BRWsj50mCrQYBi5YPOiPZ%2FnyH%2FMNdjV30vHNfSFMZ%2Floo6Bp1SjP%2F7xaYuu99uW1s7NRSkjyd7uVbjXoHdNbZRjzcE9Gin7SScO0EWOoLW9fAaPkesaE%2BvmkOFzgKbe5WaM8HP8R0XnHGkqa778EIrH2rk3S8VYy%2FAdVlZuQjY6QtkC6aPyg4QfvflOhlzofA3oJvXbBnElVVQMmqaNy5FZ%2FEeDPBhcwR9KeIxRvXxBX3OjLne8KP24ziHI%2FtYnEvx%2Fss%2B%2FBmvACX%2Bog1V4TqHnWM42lV%2BWNTx0bGAr0ezrZ5qwQxx2yECvtNTQYeo5RwZH9grhcp%2Fwic93Kj1UxG%2FVo%3D#polycard_client=search-nordic&is_advertising=true&searchVariation=MPEU3280128607&backend_model=search-backend&search_layout=grid&position=24&type=pad&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE763662104&sid=search,696,169.51,,"Logic F11l 4g Botón Sos, Teclas Grandes Con Radio Fm Negro",
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-16-128-gb-verde-azulado/p/MPE40287792#polycard_client=search-nordic&search_layout=grid&position=25&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE689927192&sid=search,697,4499.83,Apple,16 (128 GB) - Verde azulado,128.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-16-pro-128-gb-titanio-del-desierto/p/MPE40287847#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE699767438&sid=search,698,6599.0,Apple,16 Pro (128 GB) - Titanio del desierto,128.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-5g-dual-sim-512-gb-color-blanco/p/MPE46687988#polycard_client=search-nordic&search_layout=grid&position=27&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE799893144&sid=search,699,6499.5,Samsung,Galaxy S25 Ultra 5g Dual Sim 512 Gb Color Blanco,512.0
S/,4.8,https://www.mercadolibre.com.pe/cel-samsung-a56-12-gb-ram-256-gb-5g-67-pulgadas-verde/p/MPE48954480#polycard_client=search-nordic&search_layout=grid&position=28&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE873253238&sid=search,700,1800.75,Samsung,A56 12 Gb Ram 256 Gb 5g 6.7 Pulgadas Verde,12.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-17-pro-max-256-gb-naranja-cosmico/p/MPE55308620#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE853986050&sid=search,701,5599.64,Apple,17 Pro Max (256 GB) - Naranja cósmico,256.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-512gb-12gb-sellados-color-titanium-silverblue/p/MPE53594532#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE790442504&sid=search,702,6499.5,Samsung,Galaxy S25 Ultra 512gb 12gb Sellados Color Titanium Silverblue,512.0
S/,4.5,https://www.mercadolibre.com.pe/samsung-galaxy-a36-5g-256-gb-8-gb-ram-negro/p/MPE47111905#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE744864382&sid=search,703,1499.88,Samsung,Galaxy A36 5g 256 GB 8 GB RAM negro,256.0
S/,4.7,https://www.mercadolibre.com.pe/xiaomi-redmi-14c-dual-sim-8gb-ram-256gb-rom-4g-lte-color-negro/p/MPE41262061#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE691696244&sid=search,704,489.26,Xiaomi,Redmi 14c Dual Sim 8gb Ram + 256gb Rom 4g Lte Color Negro,8.0
S/,4.7,https://www.mercadolibre.com.pe/xiaomi-redmi-note-14-pro-plus-5g-dual-sim-512-gb-azul-12-gb-ram/p/MPE47436429#polycard_client=search-nordic&search_layout=grid&position=33&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE707100354&sid=search,705,1343.83,Xiaomi,Redmi Note 14 Pro Plus 5g Dual Sim 512 Gb Azul 12 Gb Ram,512.0
S/,1.0,https://www.mercadolibre.com.pe/bundle-smartphone-honor-400-pro-12512-gray-caudifonos/p/MPE51648927#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE838478236&sid=search,706,2477.83,Honor,Bundle Smartphone 400 Pro 12/512 Gray C/audifonos,
S/,4.8,https://www.mercadolibre.com.pe/poco-x7-pro-5g-global-dual-sim-512-gb-negro-12-gb-de-ram/p/MPE45967454#polycard_client=search-nordic&search_layout=grid&position=35&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE826920104&sid=search,707,1399.58,,Poco X7 Pro 5g Global Dual Sim 512 GB negro 12 GB de RAM,512.0
S/,4.7,https://www.mercadolibre.com.pe/honor-magic-7-lite-5g-678-256gb-8gb-ram-camara-108mpx-titanium-black/p/MPE45519069#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE873409476&sid=search,708,1400.17,Honor,"Magic 7 Lite 5g 6,78 256gb 8gb Ram Cámara 108mpx - Titanium Black",256.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-13-128-gb-blanco-estelar-distribuidor-autorizado/p/MPE1018500855#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE618771218&sid=search,709,2203.5,Apple,13 (128 GB) - Blanco estelar - Distribuidor Autorizado,128.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-15-128-gb-rosa/p/MPE27172678#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE697531302&sid=search,710,2589.5,Apple,15 (128 GB) - Rosa,128.0
S/,4.9,https://www.mercadolibre.com.pe/samsung-galaxy-s25-ultra-256gb-titanium-black/p/MPE45517552#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE855143004&sid=search,711,5599.83,Samsung,Galaxy S25 Ultra 256gb Titanium Black,256.0
S/,4.8,https://www.mercadolibre.com.pe/apple-iphone-16-128-gb-negro-distribuidor-autorizado/p/MPE1040287808#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE699678040&sid=search,712,3960.5,Apple,16 (128 GB) - Negro - Distribuidor Autorizado,128.0
S/,4.7,https://www.mercadolibre.com.pe/honor-magic-7-lite-5g-678-256gb-8gb-ram-camara-108mpx-jade-cyan/p/MPE45519698#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE700521592&sid=search,713,1089.5,Honor,"Magic 7 Lite 5g 6,78 256gb 8gb Ram Cámara 108mpx - Jade Cyan",256.0
S/,4.9,https://www.mercadolibre.com.pe/honor-400-12-gb-ram-256-gb-rom-negro/p/MPE51143704#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE777416250&sid=search,714,1424.43,Honor,400 12 GB Ram 256 GB ROM Negro,12.0
S/,4.9,https://www.mercadolibre.com.pe/honor-400-5g-dual-sim-256-gb-12-gb-ram-celular-6000-mah-655-120-hz-android-15-smartphone-dorado/p/MPE54093326#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE816780394&sid=search,715,1424.43,Honor,"400 5g Dual Sim 256 GB 12 GB RAM Celular 6000 mAh 6.55"" 120 Hz Android 15 Smartphone Dorado",256.0
S/,4.8,https://www.mercadolibre.com.pe/samsung-a56-5g-5g-dual-sim-256-gb-gris-12-gb-ram/p/MPE48954564#polycard_client=search-nordic&search_layout=grid&position=44&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE835500018&sid=search,716,1499.17,Samsung,A56 5G 5G Dual SIM 256 GB gris 12 GB RAM,256.0
S/,4.8,https://www.mercadolibre.com.pe/xiaomi-redmi-note-14s-4g-667-256gb-8gb-ram-camara-200mpx-black/p/MPE47628650#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE745865450&sid=search,717,788.33,Xiaomi,"Redmi Note 14s 4g 6,67 256gb 8gb Ram Cámara 200mpx - Black",256.0
S/,4.7,https://www.mercadolibre.com.pe/honor-magic-7-lite-5g-678-256gb-8gb-ram-camara-108mpx-titanium-purple/p/MPE45519695#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE700278738&sid=search,718,1089.54,Honor,"Magic 7 Lite 5g 6,78 256gb 8gb Ram Cámara 108mpx - Titanium Purple",256.0
S/,4.8,https://www.mercadolibre.com.pe/xiaomi-redmi-note-14-4g-256gb-8gb-ram-camara-108mpx-azul-oceano/p/MPE46219508#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE704395980&sid=search,719,610.67,Xiaomi,Redmi Note 14 4g 256gb 8gb Ram Cámara 108mpx - Azul Océano,256.0
S/,5.0,https://www.mercadolibre.com.pe/motorola-g-86-power-256-gb-dual-sim-8-gb-ram-azul-marino/p/MPE52931306#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE867246008&sid=search,720,1149.08,Motorola,G 86 Power 256 Gb Dual Sim 8 Gb Ram Azul Marino,256.0
S/,4.7,https://www.mercadolibre.com.pe/smartphone-honor-magic7-lite-8gb512gb-dual-sim-color-negro/p/MPE45519135#polycard_client=search-nordic&search_layout=grid&position=49&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE723766662&sid=search,721,1699.25,Honor,Smartphone Magic7 Lite 8gb+512gb Dual Sim Color Negro,8.0
S/,4.7,https://www.mercadolibre.com.pe/smartphone-honor-magic7-lite-8gb512gb-dual-sim-color-titanium-purple/p/MPE45819601#polycard_client=search-nordic&search_layout=grid&position=50&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE723701630&sid=search,722,1699.25,Honor,Smartphone Magic7 Lite 8gb+512gb Dual Sim Color Titanium purple,8.0
S/,4.8,https://www.mercadolibre.com.pe/celular-xiaomi-redmi-note-14-pro-5g-dual-sim-256-gb-negro-8-gb-ram/p/MPE45744358#polycard_client=search-nordic&search_layout=grid&position=51&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE733515492&sid=search,723,1210.67,Xiaomi,Redmi Note 14 Pro + 5g Dual Sim 256 Gb Negro 8 Gb Ram,256.0
S/,4.9,https://www.mercadolibre.com.pe/apple-iphone-14-128-gb-medianoche/p/MPE19615360#polycard_client=search-nordic&search_layout=grid&position=52&type=product&tracking_id=53cdc867-1959-4c55-868f-76063fb50965&wid=MPE804120056&sid=search,724,3614.38,Apple,14 (128 GB) - Medianoche,128.0
